station_id,station_name,country,region,latitude,longitude,elevation,is_coastal,is_active
UG-EAS-00084,Station UG-EAS-00084,UG,East,-4.5439,49.7708,1898.5,True,True
DZ-NOR-00085,Station DZ-NOR-00085,DZ,North,31.2519,-13.1285,1894.0,False,False
BF-WES-00086,Station BF-WES-00086,BF,West,10.1316,10.2319,2661.7,False,True
BI-EAS-00087,Station BI-EAS-00087,BI,East,1.971,37.2105,2779.0,False,True
LY-NOR-00088,Station LY-NOR-00088,LY,North,24.1307,8.7114,1545.5,False,True
UG-EAS-00089,Station UG-EAS-00089,UG,East,1.2128,33.6578,832.7,True,True
TG-WES-00090,Station TG-WES-00090,TG,West,17.4289,13.2965,257.3,True,True
CF-CEN-00091,Station CF-CEN-00091,CF,Central,1.5063,19.6026,2564.5,True,True
DJ-EAS-00092,Station DJ-EAS-00092,DJ,East,-6.3565,48.3847,868.1,True,True
EG-NOR-00093,Station EG-NOR-00093,EG,North,24.9264,30.7316,1794.5,True,True
DZ-NOR-00094,Station DZ-NOR-00094,DZ,North,24.1219,4.3957,2523.9,True,True
MW-SOU-00095,Station MW-SOU-00095,MW,South,-25.6003,25.9511,179.1,False,True
CI-WES-00096,Station CI-WES-00096,CI,West,15.8782,-0.2051,2683.0,False,True
EG-NOR-00097,Station EG-NOR-00097,EG,North,31.5166,16.4825,243.1,False,True
RW-EAS-00098,Station RW-EAS-00098,RW,East,-1.0099,49.8683,1527.3,False,True
TD-CEN-00099,Station TD-CEN-00099,TD,Central,-4.9033,25.449,2735.5,True,True
TZ-EAS-00100,Station TZ-EAS-00100,TZ,East,-6.8172,45.4082,1147.9,True,True
GN-WES-00101,Station GN-WES-00101,GN,West,17.1736,-16.1025,866.5,False,True
CF-CEN-00102,Station CF-CEN-00102,CF,Central,0.4364,22.4431,2763.5,True,True
LY-NOR-00103,Station LY-NOR-00103,LY,North,19.1945,10.7408,2898.4,False,True
RW-EAS-00104,Station RW-EAS-00104,RW,East,-4.0781,44.2041,2570.5,True,False
DJ-EAS-00105,Station DJ-EAS-00105,DJ,East,12.9508,50.2935,447.7,True,True
ZW-SOU-00106,Station ZW-SOU-00106,ZW,South,-31.1214,33.3838,539.7,False,True
AO-SOU-00107,Station AO-SOU-00107,AO,South,-24.1944,33.2261,2827.7,False,True
NE-WES-00108,Station NE-WES-00108,NE,West,6.1043,-1.4411,1469.6,False,True
TN-NOR-00109,Station TN-NOR-00109,TN,North,33.9366,-14.6672,1272.4,False,True
SO-EAS-00110,Station SO-EAS-00110,SO,East,11.5635,38.426,596.0,False,True
ZM-SOU-00111,Station ZM-SOU-00111,ZM,South,-29.4227,14.3915,673.8,False,True
ER-EAS-00112,Station ER-EAS-00112,ER,East,13.1801,33.5006,876.4,False,False
DJ-EAS-00113,Station DJ-EAS-00113,DJ,East,2.6276,43.564,194.2,False,True
CF-CEN-00114,Station CF-CEN-00114,CF,Central,-3.8717,28.3323,2546.7,False,True
TN-NOR-00115,Station TN-NOR-00115,TN,North,27.3075,7.663,2283.6,False,True
BI-EAS-00116,Station BI-EAS-00116,BI,East,-6.6537,41.3909,1898.4,False,True
ET-EAS-00117,Station ET-EAS-00117,ET,East,11.9137,33.2944,323.6,False,True
CG-CEN-00118,Station CG-CEN-00118,CG,Central,1.7926,20.368,2845.9,False,True
CG-CEN-00119,Station CG-CEN-00119,CG,Central,8.4568,26.8844,2419.9,False,True
CM-CEN-00120,Station CM-CEN-00120,CM,Central,-0.5212,21.3772,717.5,False,True
ST-CEN-00121,Station ST-CEN-00121,ST,Central,3.9344,16.2841,1349.7,False,True
BI-EAS-00122,Station BI-EAS-00122,BI,East,11.2663,30.7983,1188.9,True,True
UG-EAS-00123,Station UG-EAS-00123,UG,East,11.3624,37.756,364.9,False,True
EG-NOR-00124,Station EG-NOR-00124,EG,North,27.4907,7.8108,677.5,False,True
ML-WES-00125,Station ML-WES-00125,ML,West,19.1114,-7.9768,1797.0,False,True
KE-EAS-00126,Station KE-EAS-00126,KE,East,13.7267,44.9363,1054.4,False,True
DZ-NOR-00127,Station DZ-NOR-00127,DZ,North,32.8184,-0.449,813.5,False,True
GH-WES-00128,Station GH-WES-00128,GH,West,8.208,-15.9858,594.3,False,True
ZW-SOU-00129,Station ZW-SOU-00129,ZW,South,-32.7019,24.9592,509.3,False,True
MZ-SOU-00130,Station MZ-SOU-00130,MZ,South,-14.7426,16.0563,20.4,False,True
KE-EAS-00131,Station KE-EAS-00131,KE,East,-8.7231,47.7981,1855.6,False,True
DZ-NOR-00132,Station DZ-NOR-00132,DZ,North,18.7821,1.2213,1687.1,False,True
CF-CEN-00133,Station CF-CEN-00133,CF,Central,8.4268,24.1008,2410.9,False,True
GQ-CEN-00134,Station GQ-CEN-00134,GQ,Central,-2.3072,25.8364,2335.4,False,False
BF-WES-00135,Station BF-WES-00135,BF,West,13.9663,1.7812,1744.4,False,True
ET-EAS-00136,Station ET-EAS-00136,ET,East,8.5298,32.8242,218.2,False,True
NG-WES-00137,Station NG-WES-00137,NG,West,6.3825,-0.0237,2159.2,True,True
ET-EAS-00138,Station ET-EAS-00138,ET,East,-2.5896,47.7067,1958.0,False,True
MR-NOR-00139,Station MR-NOR-00139,MR,North,26.3281,0.9209,1596.6,False,True
GN-WES-00140,Station GN-WES-00140,GN,West,19.7873,-11.1626,512.7,False,True
ML-WES-00141,Station ML-WES-00141,ML,West,16.5532,10.1373,1740.7,False,True
SD-NOR-00142,Station SD-NOR-00142,SD,North,21.1881,9.812,1519.7,False,True
SN-WES-00143,Station SN-WES-00143,SN,West,6.717,9.5542,1979.1,True,False
MW-SOU-00144,Station MW-SOU-00144,MW,South,-33.241,10.336,2067.3,False,True
BW-SOU-00145,Station BW-SOU-00145,BW,South,-34.8996,31.6423,173.9,False,True
CD-CEN-00146,Station CD-CEN-00146,CD,Central,8.3405,27.0896,1436.7,True,True
CI-WES-00147,Station CI-WES-00147,CI,West,6.8083,-10.5225,2023.7,False,True
NG-WES-00148,Station NG-WES-00148,NG,West,11.7732,2.7212,1910.1,False,True
NE-WES-00149,Station NE-WES-00149,NE,West,18.4315,6.8589,1580.7,False,True
GN-WES-00150,Station GN-WES-00150,GN,West,16.4197,2.9713,1396.2,True,True
ML-WES-00151,Station ML-WES-00151,ML,West,12.0257,7.8047,634.1,False,True
EG-NOR-00152,Station EG-NOR-00152,EG,North,24.63,19.9993,714.3,False,True
TZ-EAS-00153,Station TZ-EAS-00153,TZ,East,-0.4321,42.1354,2903.9,False,True
LY-NOR-00154,Station LY-NOR-00154,LY,North,26.0994,5.2058,1767.1,False,False
MA-NOR-00155,Station MA-NOR-00155,MA,North,23.7989,2.4927,917.5,True,True
TN-NOR-00156,Station TN-NOR-00156,TN,North,23.469,27.4342,172.9,False,True
MZ-SOU-00157,Station MZ-SOU-00157,MZ,South,-31.4598,17.3129,866.5,False,True
DZ-NOR-00158,Station DZ-NOR-00158,DZ,North,29.3887,12.7844,1255.1,True,True
BJ-WES-00159,Station BJ-WES-00159,BJ,West,13.9114,-10.4181,288.4,False,True
DZ-NOR-00160,Station DZ-NOR-00160,DZ,North,18.3481,-4.2668,1613.9,False,True
NA-SOU-00161,Station NA-SOU-00161,NA,South,-16.7813,31.08,251.1,True,True
SD-NOR-00162,Station SD-NOR-00162,SD,North,32.1857,15.132,2305.4,True,True
DZ-NOR-00163,Station DZ-NOR-00163,DZ,North,17.8154,-5.133,1062.2,True,True
SD-NOR-00164,Station SD-NOR-00164,SD,North,22.8978,-14.8049,2873.9,False,True
GQ-CEN-00165,Station GQ-CEN-00165,GQ,Central,6.3457,18.1446,774.8,False,True
SD-NOR-00166,Station SD-NOR-00166,SD,North,26.7211,7.6067,2825.5,False,True
MW-SOU-00167,Station MW-SOU-00167,MW,South,-21.4265,14.7713,1765.9,False,True
ML-WES-00168,Station ML-WES-00168,ML,West,12.804,-9.9922,926.4,False,True
GH-WES-00169,Station GH-WES-00169,GH,West,10.5932,-12.8574,2636.2,False,True
ZM-SOU-00170,Station ZM-SOU-00170,ZM,South,-16.1623,34.9122,1587.6,False,True
SZ-SOU-00171,Station SZ-SOU-00171,SZ,South,-14.2949,10.7112,2635.7,False,True
DZ-NOR-00172,Station DZ-NOR-00172,DZ,North,20.283,-13.0847,2427.7,True,True
DJ-EAS-00173,Station DJ-EAS-00173,DJ,East,-2.2582,36.7959,1535.8,True,True
EG-NOR-00174,Station EG-NOR-00174,EG,North,31.139,14.8682,1686.7,False,True
BI-EAS-00175,Station BI-EAS-00175,BI,East,11.8354,34.763,2569.2,False,True
ZM-SOU-00176,Station ZM-SOU-00176,ZM,South,-15.6048,28.2866,500.5,False,True
BI-EAS-00177,Station BI-EAS-00177,BI,East,-5.1882,38.1768,1686.6,False,True
UG-EAS-00178,Station UG-EAS-00178,UG,East,-9.2563,34.129,717.5,False,True
AO-SOU-00179,Station AO-SOU-00179,AO,South,-17.8692,14.6368,1311.1,False,True
ST-CEN-00180,Station ST-CEN-00180,ST,Central,5.0454,22.4221,451.5,False,True
LS-SOU-00181,Station LS-SOU-00181,LS,South,-26.0655,38.6472,143.6,False,True
NA-SOU-00182,Station NA-SOU-00182,NA,South,-23.6865,27.616,1061.8,True,True
GQ-CEN-00183,Station GQ-CEN-00183,GQ,Central,7.2695,14.5733,2139.7,False,True
MR-NOR-00184,Station MR-NOR-00184,MR,North,21.8367,15.5555,334.5,True,True
LY-NOR-00185,Station LY-NOR-00185,LY,North,28.5695,24.5351,393.8,True,True
GN-WES-00186,Station GN-WES-00186,GN,West,18.9539,-8.0029,1480.2,False,True
BJ-WES-00187,Station BJ-WES-00187,BJ,West,7.3393,-1.0708,1015.5,True,True
BJ-WES-00188,Station BJ-WES-00188,BJ,West,6.1235,8.0465,251.6,False,True
DZ-NOR-00189,Station DZ-NOR-00189,DZ,North,15.3084,22.6538,2919.7,False,True
GQ-CEN-00190,Station GQ-CEN-00190,GQ,Central,1.367,9.1523,727.2,False,True
EG-NOR-00191,Station EG-NOR-00191,EG,North,30.2103,18.267,610.6,False,True
MW-SOU-00192,Station MW-SOU-00192,MW,South,-11.3516,30.0039,349.8,False,True
MR-NOR-00193,Station MR-NOR-00193,MR,North,15.0991,34.0298,1981.6,True,True
TZ-EAS-00194,Station TZ-EAS-00194,TZ,East,0.7108,34.0094,945.2,False,True
GH-WES-00195,Station GH-WES-00195,GH,West,13.2626,14.1666,996.5,False,True
SO-EAS-00196,Station SO-EAS-00196,SO,East,10.8674,34.6929,1432.0,False,False
ZM-SOU-00197,Station ZM-SOU-00197,ZM,South,-15.1726,34.2412,338.5,False,True
ZA-SOU-00198,Station ZA-SOU-00198,ZA,South,-25.9455,33.2305,369.9,False,True
RW-EAS-00199,Station RW-EAS-00199,RW,East,-9.77,41.1174,0.1,False,True
GQ-CEN-00200,Station GQ-CEN-00200,GQ,Central,6.1193,20.9089,244.3,False,True
KE-EAS-00201,Station KE-EAS-00201,KE,East,13.5136,30.8994,51.1,False,True
BF-WES-00202,Station BF-WES-00202,BF,West,17.8832,11.8575,751.8,False,True
CF-CEN-00203,Station CF-CEN-00203,CF,Central,-3.7224,11.4468,1399.4,False,True
LS-SOU-00204,Station LS-SOU-00204,LS,South,-32.5582,10.8293,2885.0,False,True
BF-WES-00205,Station BF-WES-00205,BF,West,13.2076,-3.7016,599.1,False,True
CF-CEN-00206,Station CF-CEN-00206,CF,Central,8.4847,10.3914,1289.0,True,True
ST-CEN-00207,Station ST-CEN-00207,ST,Central,-3.1137,12.0049,2428.6,True,True
MW-SOU-00208,Station MW-SOU-00208,MW,South,-22.8809,25.6371,2695.3,False,False
CI-WES-00209,Station CI-WES-00209,CI,West,14.9629,-0.7016,1847.5,False,False
CM-CEN-00210,Station CM-CEN-00210,CM,Central,3.4694,17.0306,685.0,False,True
ZA-SOU-00211,Station ZA-SOU-00211,ZA,South,-15.9995,19.0326,260.5,False,True
ER-EAS-00212,Station ER-EAS-00212,ER,East,-1.4824,43.0394,1778.1,False,False
LS-SOU-00213,Station LS-SOU-00213,LS,South,-23.6791,14.5956,2280.1,True,True
UG-EAS-00214,Station UG-EAS-00214,UG,East,-1.7076,50.8038,1926.4,True,True
NE-WES-00215,Station NE-WES-00215,NE,West,10.1092,-2.1924,1617.6,False,True
ER-EAS-00216,Station ER-EAS-00216,ER,East,0.2265,46.9738,791.2,False,True
GA-CEN-00217,Station GA-CEN-00217,GA,Central,3.6158,25.8143,1701.2,True,True
UG-EAS-00218,Station UG-EAS-00218,UG,East,-7.0009,47.6562,2119.6,False,True
ER-EAS-00219,Station ER-EAS-00219,ER,East,-8.9534,33.9078,2449.5,False,True
BI-EAS-00220,Station BI-EAS-00220,BI,East,2.1791,34.2248,674.6,False,True
TD-CEN-00221,Station TD-CEN-00221,TD,Central,-4.0429,28.542,1156.7,False,False
KE-EAS-00222,Station KE-EAS-00222,KE,East,13.727,33.7676,2646.6,False,True
CG-CEN-00223,Station CG-CEN-00223,CG,Central,7.4553,17.4202,602.4,True,False
MW-SOU-00224,Station MW-SOU-00224,MW,South,-28.7648,22.1996,1499.4,True,True
DZ-NOR-00225,Station DZ-NOR-00225,DZ,North,29.9574,1.1054,629.6,True,True
DJ-EAS-00226,Station DJ-EAS-00226,DJ,East,9.5007,38.1362,616.6,False,True
NE-WES-00227,Station NE-WES-00227,NE,West,8.0435,-10.678,831.0,False,True
KE-EAS-00228,Station KE-EAS-00228,KE,East,13.2299,32.3224,162.6,True,True
CD-CEN-00229,Station CD-CEN-00229,CD,Central,-3.8078,11.355,1430.5,True,True
MR-NOR-00230,Station MR-NOR-00230,MR,North,26.6389,26.5704,2529.0,True,True
LY-NOR-00231,Station LY-NOR-00231,LY,North,32.4577,-8.4487,988.5,True,True
AO-SOU-00232,Station AO-SOU-00232,AO,South,-23.201,34.4305,2744.5,True,True
ML-WES-00233,Station ML-WES-00233,ML,West,6.02,9.8237,1784.0,False,True
BW-SOU-00234,Station BW-SOU-00234,BW,South,-14.1471,35.7074,2854.2,False,True
MA-NOR-00235,Station MA-NOR-00235,MA,North,33.6839,7.3287,2744.5,False,True
TD-CEN-00236,Station TD-CEN-00236,TD,Central,5.9857,23.6035,701.5,False,True
GN-WES-00237,Station GN-WES-00237,GN,West,7.4598,-10.3796,2060.6,False,True
NA-SOU-00238,Station NA-SOU-00238,NA,South,-31.2729,22.2253,2466.0,False,True
CI-WES-00239,Station CI-WES-00239,CI,West,16.942,-7.581,348.9,True,True
ER-EAS-00240,Station ER-EAS-00240,ER,East,9.3682,33.9541,885.8,False,True
SO-EAS-00241,Station SO-EAS-00241,SO,East,4.7304,35.8111,2642.6,True,True
LY-NOR-00242,Station LY-NOR-00242,LY,North,21.689,-0.5248,1144.6,False,True
DZ-NOR-00243,Station DZ-NOR-00243,DZ,North,22.116,-9.3391,2722.4,True,True
GA-CEN-00244,Station GA-CEN-00244,GA,Central,7.244,26.6082,2427.0,False,True
GA-CEN-00245,Station GA-CEN-00245,GA,Central,6.5946,20.9815,854.5,False,True
CD-CEN-00246,Station CD-CEN-00246,CD,Central,3.3264,14.0236,366.7,False,True
EG-NOR-00247,Station EG-NOR-00247,EG,North,29.6708,-4.6397,1852.0,False,True
GA-CEN-00248,Station GA-CEN-00248,GA,Central,6.1956,23.522,1847.2,False,True
ST-CEN-00249,Station ST-CEN-00249,ST,Central,-1.5032,25.6358,2823.9,False,False
MZ-SOU-00250,Station MZ-SOU-00250,MZ,South,-29.287,31.365,2826.4,False,True
DZ-NOR-00251,Station DZ-NOR-00251,DZ,North,25.3741,-0.1139,1963.3,False,True
ZW-SOU-00252,Station ZW-SOU-00252,ZW,South,-14.5853,26.6789,1434.2,True,True
LY-NOR-00253,Station LY-NOR-00253,LY,North,20.6109,18.0207,599.8,False,False
ET-EAS-00254,Station ET-EAS-00254,ET,East,11.3607,39.2316,1129.1,False,True
GQ-CEN-00255,Station GQ-CEN-00255,GQ,Central,0.2698,23.2931,848.6,False,True
BF-WES-00256,Station BF-WES-00256,BF,West,5.468,0.0777,1141.7,True,True
ER-EAS-00257,Station ER-EAS-00257,ER,East,5.3473,30.5463,187.0,False,True
ZM-SOU-00258,Station ZM-SOU-00258,ZM,South,-25.0355,15.4442,687.7,True,True
MA-NOR-00259,Station MA-NOR-00259,MA,North,20.6872,30.993,98.1,False,True
UG-EAS-00260,Station UG-EAS-00260,UG,East,4.9388,37.1387,2181.4,False,True
CM-CEN-00261,Station CM-CEN-00261,CM,Central,7.4149,29.5135,1405.8,False,True
NE-WES-00262,Station NE-WES-00262,NE,West,5.4305,-0.1118,2978.5,False,True
UG-EAS-00263,Station UG-EAS-00263,UG,East,1.6778,45.5379,508.3,False,True
ZM-SOU-00264,Station ZM-SOU-00264,ZM,South,-24.4232,10.8471,1794.9,False,True
ER-EAS-00265,Station ER-EAS-00265,ER,East,10.0839,38.888,537.3,False,True
NG-WES-00266,Station NG-WES-00266,NG,West,18.9622,9.9148,520.1,True,True
NE-WES-00267,Station NE-WES-00267,NE,West,18.7625,-11.5554,1011.8,True,True
EG-NOR-00268,Station EG-NOR-00268,EG,North,35.893,14.2762,2326.1,False,True
TG-WES-00269,Station TG-WES-00269,TG,West,13.6731,3.9382,841.0,False,True
ST-CEN-00270,Station ST-CEN-00270,ST,Central,7.0925,29.6773,1619.9,False,True
ET-EAS-00271,Station ET-EAS-00271,ET,East,2.8385,38.796,19.7,False,True
ZW-SOU-00272,Station ZW-SOU-00272,ZW,South,-11.972,14.835,1915.5,False,True
UG-EAS-00273,Station UG-EAS-00273,UG,East,-6.3999,31.9649,1746.7,True,True
ML-WES-00274,Station ML-WES-00274,ML,West,18.6353,-4.0541,2526.3,False,True
GQ-CEN-00275,Station GQ-CEN-00275,GQ,Central,-4.8634,8.1439,1003.7,False,True
SO-EAS-00276,Station SO-EAS-00276,SO,East,8.3755,46.8616,1970.4,False,True
EG-NOR-00277,Station EG-NOR-00277,EG,North,30.4603,21.9,2590.2,False,True
SZ-SOU-00278,Station SZ-SOU-00278,SZ,South,-11.7298,31.901,633.1,True,True
TG-WES-00279,Station TG-WES-00279,TG,West,15.01,-11.3383,1524.3,True,True
CI-WES-00280,Station CI-WES-00280,CI,West,14.4952,-13.339,1490.1,False,True
TZ-EAS-00281,Station TZ-EAS-00281,TZ,East,9.8651,31.9215,2795.7,False,True
LY-NOR-00282,Station LY-NOR-00282,LY,North,26.4556,-8.4175,2427.5,False,True
GQ-CEN-00283,Station GQ-CEN-00283,GQ,Central,3.2839,17.2218,421.1,False,True
KE-EAS-00284,Station KE-EAS-00284,KE,East,-9.7706,30.0311,59.4,False,True
DZ-NOR-00285,Station DZ-NOR-00285,DZ,North,34.6816,9.4356,449.6,False,False
BF-WES-00286,Station BF-WES-00286,BF,West,10.4933,1.6463,418.5,False,True
DZ-NOR-00287,Station DZ-NOR-00287,DZ,North,30.1064,34.4441,563.5,False,True
ZM-SOU-00288,Station ZM-SOU-00288,ZM,South,-16.9942,28.6538,1655.4,False,True
MR-NOR-00289,Station MR-NOR-00289,MR,North,23.0722,18.7557,947.4,True,True
CF-CEN-00290,Station CF-CEN-00290,CF,Central,0.5625,21.8168,2810.8,False,True
ET-EAS-00291,Station ET-EAS-00291,ET,East,14.0203,48.7063,1015.0,True,True
GA-CEN-00292,Station GA-CEN-00292,GA,Central,8.8939,28.8915,943.4,True,False
CM-CEN-00293,Station CM-CEN-00293,CM,Central,2.8485,10.1554,2353.4,False,True
RW-EAS-00294,Station RW-EAS-00294,RW,East,-8.3268,48.9083,2096.4,True,True
TN-NOR-00295,Station TN-NOR-00295,TN,North,36.1661,-11.966,2710.9,False,True
MW-SOU-00296,Station MW-SOU-00296,MW,South,-22.1094,38.6681,2030.7,False,True
DZ-NOR-00297,Station DZ-NOR-00297,DZ,North,24.1734,5.3399,1263.3,False,False
ET-EAS-00298,Station ET-EAS-00298,ET,East,-1.6021,46.3441,1098.3,False,True
TD-CEN-00299,Station TD-CEN-00299,TD,Central,3.7019,29.3809,2160.9,False,True
